,city,X,Y,items,weights,profit
905,905,6574,7253,"[904, 5364, 9824, 14284, 18744]",[1004 1001 1007 1008 1004],[996 814 659 428 581]
906,906,6574,9569,"[905, 5365, 9825, 14285, 18745]",[1001 1000 1008 1007 1003],[794 786 540 517 551]
907,907,6575,9316,"[906, 5366, 9826, 14286, 18746]",[1003 1008 1005 1001 1001],[ 33 542 939 240 551]
908,908,6576,7921,"[907, 5367, 9827, 14287, 18747]",[1007 1002 1003 1006 1004],[662 483 740 771  42]
909,909,6577,6960,"[908, 5368, 9828, 14288, 18748]",[1007 1004 1004 1008 1003],[654 174 894 685  90]
910,910,6577,7203,"[909, 5369, 9829, 14289, 18749]",[1005 1007 1009 1007 1008],[955 584 881 949 136]
911,911,6577,7880,"[910, 5370, 9830, 14290, 18750]",[1007 1006 1006 1003 1002],[916 387 563 490 192]
912,912,6578,6020,"[911, 5371, 9831, 14291, 18751]",[1001 1001 1002 1000 1009],[568 487 575 392 875]
913,913,6578,7638,"[912, 5372, 9832, 14292, 18752]",[1002 1004 1007 1000 1001],[429 588 743 949 475]
914,914,6578,9255,"[913, 5373, 9833, 14293, 18753]",[1004 1000 1000 1000 1005],[641 408 668 516 369]
915,915,6579,6212,"[914, 5374, 9834, 14294, 18754]",[1005 1003 1008 1006 1007],[879  39 394 749 469]
916,916,6580,7345,"[915, 5375, 9835, 14295, 18755]",[1009 1009 1004 1004 1009],[456 507 992 682  89]
917,917,6580,8285,"[916, 5376, 9836, 14296, 18756]",[1007 1008 1006 1004 1002],[888 601 478  43 269]
918,918,6581,5950,"[917, 5377, 9837, 14297, 18757]",[1006 1001 1002 1009 1001],[744 250 806 969 192]
919,919,6581,7790,"[918, 5378, 9838, 14298, 18758]",[1008 1009 1007 1005 1004],[702  89 916 290 487]
920,920,6581,9640,"[919, 5379, 9839, 14299, 18759]",[1000 1001 1008 1005 1000],[511 745 516 580 751]
921,921,6582,6162,"[920, 5380, 9840, 14300, 18760]",[1007 1001 1006 1007 1004],[252 105 413 112  46]
922,922,6583,6354,"[921, 5381, 9841, 14301, 18761]",[1000 1003 1004 1007 1009],[656 726 619 179 795]
923,923,6583,9144,"[922, 5382, 9842, 14302, 18762]",[1001 1002 1009 1005 1004],[874 922 546 448 312]
924,924,6583,9842,"[923, 5383, 9843, 14303, 18763]",[1007 1005 1007 1006 1001],[306 328 675 365 272]
925,925,6584,6566,"[924, 5384, 9844, 14304, 18764]",[1008 1009 1003 1005 1007],[346 404 984  86 654]
926,926,6584,8417,"[925, 5385, 9845, 14305, 18765]",[1007 1005 1008 1001 1007],[841 296 431  31 418]
927,927,6585,7001,"[926, 5386, 9846, 14306, 18766]",[1006 1007 1009 1003 1007],[ 66 663 163 318 303]
928,928,6587,6728,"[927, 5387, 9847, 14307, 18767]",[1003 1002 1007 1009 1000],[855 566 736 692 978]
929,929,6587,8589,"[928, 5388, 9848, 14308, 18768]",[1003 1005 1001 1001 1009],[347 736 182 609  48]
930,930,6588,7396,"[929, 5389, 9849, 14309, 18769]",[1003 1004 1009 1005 1001],[350 666  48 560 250]
931,931,6589,5758,"[930, 5390, 9850, 14310, 18770]",[1004 1001 1005 1002 1003],[581 915 908 829 498]
932,932,6589,9003,"[931, 5391, 9851, 14311, 18771]",[1005 1008 1009 1001 1008],[852 496 222 194 877]
933,933,6590,7578,"[932, 5392, 9852, 14312, 18772]",[1007 1007 1003 1006 1000],[821 402 263 127 159]
934,934,6590,7820,"[933, 5393, 9853, 14313, 18773]",[1001 1003 1008 1005 1000],[556 271 921 974 502]
935,935,6590,9205,"[934, 5394, 9854, 14314, 18774]",[1007 1000 1006 1004 1000],[252 663 291 840 802]
936,936,6591,6405,"[935, 5395, 9855, 14315, 18775]",[1004 1006 1006 1007 1004],[861 558 466 221 331]
937,937,6591,6880,"[936, 5396, 9856, 14316, 18776]",[1004 1000 1006 1009 1009],[253 836 629  97 163]
938,938,6591,8023,"[937, 5397, 9857, 14317, 18777]",[1002 1003 1007 1009 1003],[297 987 715 978 213]
939,939,6596,6304,"[938, 5398, 9858, 14318, 18778]",[1009 1005 1008 1009 1007],[826 332 853 476 500]
940,940,6596,8619,"[939, 5399, 9859, 14319, 18779]",[1001 1001 1002 1004 1002],[540 554 101 553 191]
941,941,6596,8832,"[940, 5400, 9860, 14320, 18780]",[1001 1007 1002 1005 1002],[363  29 149 673 796]
942,942,6596,9297,"[941, 5401, 9861, 14321, 18781]",[1008 1009 1003 1009 1008],[735 478 851 821 513]
943,943,6597,5809,"[942, 5402, 9862, 14322, 18782]",[1005 1001 1007 1004 1000],[549 917 669 434 509]
944,944,6597,7659,"[943, 5403, 9863, 14323, 18783]",[1007 1005 1005 1008 1006],[280 503 961 670  96]
945,945,6597,9752,"[944, 5404, 9864, 14324, 18784]",[1008 1009 1007 1009 1006],[955  94 589 748 499]
946,946,6599,6456,"[945, 5405, 9865, 14325, 18785]",[1002 1005 1008 1006 1004],[560 304 792 918 451]
947,947,6599,6678,"[946, 5406, 9866, 14326, 18786]",[1006 1001 1003 1003 1004],[772 880 478 346 947]
948,948,6599,7851,"[947, 5407, 9867, 14327, 18787]",[1000 1008 1007 1000 1002],[729  59 737 687 781]
949,949,6599,9701,"[948, 5408, 9868, 14328, 18788]",[1006 1002 1009 1007 1006],[576 833 517 391 725]
950,950,6600,6436,"[949, 5409, 9869, 14329, 18789]",[1008 1009 1009 1001 1002],[505  92 155 579 618]
951,951,6600,6901,"[950, 5410, 9870, 14330, 18790]",[1007 1000 1006 1004 1007],[120 627 613 904  80]
952,952,6600,8518,"[951, 5411, 9871, 14331, 18791]",[1000 1006 1008 1000 1003],[791 887 379 190 583]
953,953,6601,6638,"[952, 5412, 9872, 14332, 18792]",[1002 1001 1002 1006 1006],[721 106 616 628 793]
954,954,6602,6153,"[953, 5413, 9873, 14333, 18793]",[1002 1003 1005 1009 1005],[ 97 926 311 364 435]
955,955,6602,7093,"[954, 5414, 9874, 14334, 18794]",[1003 1007 1008 1008 1007],[229 984 458 505 335]
956,956,6602,8235,"[955, 5415, 9875, 14335, 18795]",[1001 1008 1000 1002 1001],[343 491 455 155 492]
957,957,6604,7740,"[956, 5416, 9876, 14336, 18796]",[1003 1001 1006 1004 1001],[302 103 282 820 783]
958,958,6605,8640,"[957, 5417, 9877, 14337, 18797]",[1003 1000 1003 1004 1003],[688 303 440 829 215]
959,959,6605,8872,"[958, 5418, 9878, 14338, 18798]",[1006 1006 1008 1008 1003],[928 955 157 228 367]
960,960,6605,9792,"[959, 5419, 9879, 14339, 18799]",[1006 1008 1003 1008 1001],[ 16 204 510 644 656]
961,961,6606,8377,"[960, 5420, 9880, 14340, 18800]",[1007 1007 1003 1006 1003],[ 42 306 472 403 288]
962,962,6607,6497,"[961, 5421, 9881, 14341, 18801]",[1006 1000 1003 1004 1005],[618 725 998 193 186]
963,963,6607,8134,"[962, 5422, 9882, 14342, 18802]",[1009 1006 1006 1007 1006],[512 496 738 130 173]
964,964,6608,6244,"[963, 5423, 9883, 14343, 18803]",[1009 1001 1009 1007 1004],[552 408 549 836 587]
965,965,6608,7417,"[964, 5424, 9884, 14344, 18804]",[1004 1000 1000 1006 1007],[272 699 205 512 522]
966,966,6608,8104,"[965, 5425, 9885, 14345, 18805]",[1002 1003 1005 1003 1002],[820 181  96 482 335]
967,967,6609,5991,"[966, 5426, 9886, 14346, 18806]",[1004 1003 1003 1009 1004],[718 288 311 207 243]
968,968,6609,8317,"[967, 5427, 9887, 14347, 18807]",[1006 1007 1007 1000 1001],[113 511 833 501 208]
969,969,6611,7336,"[968, 5428, 9888, 14348, 18808]",[1005 1003 1008 1006 1004],[999 480 449 900 531]
970,970,6612,7781,"[969, 5429, 9889, 14349, 18809]",[1000 1007 1001 1004 1002],[779 603 939 734 551]
971,971,6612,9621,"[970, 5430, 9890, 14350, 18810]",[1007 1005 1008 1000 1001],[494 842 699 577 934]
972,972,6613,6598,"[971, 5431, 9891, 14351, 18811]",[1006 1000 1004 1001 1006],[208 673  11 479 273]
973,973,6613,7983,"[972, 5432, 9892, 14352, 18812]",[1003 1003 1007 1004 1003],[271 630 785  24 675]
974,974,6614,7730,"[973, 5433, 9893, 14353, 18813]",[1006 1009 1005 1000 1003],[841 438 251 680 545]
975,975,6615,6083,"[974, 5434, 9894, 14354, 18814]",[1006 1006 1003 1009 1001],[558 603 879 238 129]
976,976,6615,6548,"[975, 5435, 9895, 14355, 18815]",[1005 1009 1003 1003 1000],[913 323 435 729 374]
977,977,6616,7458,"[976, 5436, 9896, 14356, 18816]",[1002 1001 1006 1009 1002],[435 294 276 993 636]
978,978,6616,7923,"[977, 5437, 9897, 14357, 18817]",[1000 1008 1007 1008 1004],[882 902 830 527 841]
979,979,6617,6275,"[978, 5438, 9898, 14358, 18818]",[1008 1004 1005 1007 1009],[292 553 654 208 516]
980,980,6617,6730,"[979, 5439, 9899, 14359, 18819]",[1008 1007 1008 1002 1009],[182 180 943 132 117]
981,981,6617,7892,"[980, 5440, 9900, 14360, 18820]",[1004 1008 1000 1003 1001],[502 691 490 133 323]
982,982,6617,9520,"[981, 5441, 9901, 14361, 18821]",[1002 1008 1003 1004 1005],[504 335 910 791 146]
983,983,6618,6012,"[982, 5442, 9902, 14362, 18822]",[1008 1004 1003 1000 1009],[250 881 677 617 329]
984,984,6619,8539,"[983, 5443, 9903, 14363, 18823]",[1008 1009 1001 1009 1007],[871 473 858 789 112]
985,985,6620,6912,"[984, 5444, 9904, 14364, 18824]",[1009 1006 1006 1000 1005],[280 113 261 757 454]
986,986,6620,7144,"[985, 5445, 9905, 14365, 18825]",[1003 1000 1002 1007 1002],[492 158 460 291 949]
987,987,6620,7367,"[986, 5446, 9906, 14366, 18826]",[1005 1001 1000 1003 1001],[803 526 957 105 483]
988,988,6620,7832,"[987, 5447, 9907, 14367, 18827]",[1002 1005 1004 1000 1001],[ 97 551  38 762 908]
989,989,6621,6881,"[988, 5448, 9908, 14368, 18828]",[1005 1006 1005 1001 1008],[889 957 537 339 133]
990,990,6621,8954,"[989, 5449, 9909, 14369, 18829]",[1002 1000 1008 1007 1001],[  6 240 919 853 386]
991,991,6622,6164,"[990, 5450, 9910, 14370, 18830]",[1000 1002 1001 1000 1006],[ 60 107 206 821 479]
992,992,6622,7549,"[991, 5451, 9911, 14371, 18831]",[1004 1002 1008 1008 1003],[401 103 533  33 246]
993,993,6622,8469,"[992, 5452, 9912, 14372, 18832]",[1008 1002 1001 1009 1001],[ 74 489  45 435 890]
994,994,6622,9864,"[993, 5453, 9913, 14373, 18833]",[1008 1002 1006 1009 1005],[577 863 773 113 556]
995,995,6623,6841,"[994, 5454, 9914, 14374, 18834]",[1007 1005 1002 1000 1000],[438 949 652 783 524]
996,996,6623,7064,"[995, 5455, 9915, 14375, 18835]",[1001 1000 1002 1005 1007],[344 697 737 710 501]
997,997,6624,9369,"[996, 5456, 9916, 14376, 18836]",[1007 1004 1004 1008 1002],[280 646 616 643  19]
998,998,6625,7256,"[997, 5457, 9917, 14377, 18837]",[1009 1001 1001 1005 1006],[466  38  71 279 215]
999,999,6625,8631,"[998, 5458, 9918, 14378, 18838]",[1005 1003 1005 1005 1008],[248 643 588 867 612]
1000,1000,6626,9075,"[999, 5459, 9919, 14379, 18839]",[1000 1004 1008 1009 1005],[806 716 921   3 821]
1001,1001,6626,9308,"[1000, 5460, 9920, 14380, 18840]",[1002 1004 1007 1003 1007],[562 889 391 612 573]
1002,1002,6627,9278,"[1001, 5461, 9921, 14381, 18841]",[1007 1009 1003 1009 1006],[256 450 814 688 507]
1003,1003,6628,7873,"[1002, 5462, 9922, 14382, 18842]",[1000 1006 1002 1008 1007],[ 22 592 444 357 722]
1004,1004,6630,6205,"[1003, 5463, 9923, 14383, 18843]",[1004 1003 1005 1001 1005],[656 361 821 302 328]
1005,1005,6631,8277,"[1004, 5464, 9924, 14384, 18844]",[1007 1008 1001 1002 1007],[ 88  64 763  56 752]
1006,1006,6631,9197,"[1005, 5465, 9925, 14385, 18845]",[1005 1003 1005 1000 1006],[563 673 474  86 615]
1007,1007,6632,9632,"[1006, 5466, 9926, 14386, 18846]",[1000 1001 1008 1004 1004],[ 847  861 1000  317   92]
1008,1008,6634,8429,"[1007, 5467, 9927, 14387, 18847]",[1005 1009 1006 1009 1001],[371 653 782 768 356]
1009,1009,6635,6326,"[1008, 5468, 9928, 14388, 18848]",[1004 1005 1004 1006 1000],[995 276 101 980 647]
1010,1010,6635,9116,"[1009, 5469, 9929, 14389, 18849]",[1009 1001 1001 1001 1007],[358  60 255 118 680]
1011,1011,6635,9571,"[1010, 5470, 9930, 14390, 18850]",[1002 1002 1005 1000 1006],[192 225 593 404 193]
1012,1012,6636,6306,"[1011, 5471, 9931, 14391, 18851]",[1005 1001 1002 1004 1001],[256 773 337  11 633]
1013,1013,6636,8854,"[1012, 5472, 9932, 14392, 18852]",[1001 1008 1007 1000 1007],[994 663 644 829 542]
1014,1014,6637,6043,"[1013, 5473, 9933, 14393, 18853]",[1007 1003 1000 1005 1004],[910 166 751 422 922]
1015,1015,6637,8358,"[1014, 5474, 9934, 14394, 18854]",[1009 1002 1003 1008 1008],[356 267 798 446 457]
1016,1016,6638,6963,"[1015, 5475, 9935, 14395, 18855]",[1001 1000 1008 1004 1008],[184 673 987 921  18]
1017,1017,6638,7408,"[1016, 5476, 9936, 14396, 18856]",[1002 1000 1001 1000 1007],[480 405 283 484 364]
1018,1018,6638,9966,"[1017, 5477, 9937, 14397, 18857]",[1004 1004 1005 1005 1000],[490 916 333 897 459]
1019,1019,6639,9713,"[1018, 5478, 9938, 14398, 18858]",[1008 1004 1003 1005 1004],[229 403  92 345 353]
1020,1020,6640,7600,"[1019, 5479, 9939, 14399, 18859]",[1005 1007 1009 1000 1004],[952 307 179 953 377]
1021,1021,6640,8308,"[1020, 5480, 9940, 14400, 18860]",[1009 1001 1006 1001 1009],[568 556 582 148 328]
1022,1022,6640,8995,"[1021, 5481, 9941, 14401, 18861]",[1002 1007 1007 1007 1002],[811 724 406 623 452]
1023,1023,6642,6852,"[1022, 5482, 9942, 14402, 18862]",[1002 1007 1006 1001 1005],[ 89  38 871 954 406]
1024,1024,6643,7994,"[1023, 5483, 9943, 14403, 18863]",[1000 1002 1007 1002 1001],[364 463 116 347 564]
1025,1025,6644,6124,"[1024, 5484, 9944, 14404, 18864]",[1002 1004 1005 1005 1008],[420 445 146  16  78]
1026,1026,6644,6357,"[1025, 5485, 9945, 14405, 18865]",[1001 1007 1006 1007 1001],[139 104 887  24 969]
1027,1027,6644,6812,"[1026, 5486, 9946, 14406, 18866]",[1001 1004 1005 1001 1001],[527 537 673 964 303]
1028,1028,6644,7044,"[1027, 5487, 9947, 14407, 18867]",[1006 1004 1004 1001 1002],[364 202 258 376 476]
1029,1029,6645,6326,"[1028, 5488, 9948, 14408, 18868]",[1006 1001 1009 1006 1007],[622 138 658 368 345]
1030,1030,6646,6761,"[1029, 5489, 9949, 14409, 18869]",[1007 1008 1006 1009 1006],[943 970 451 344 614]
1031,1031,6647,9531,"[1030, 5490, 9950, 14410, 18870]",[1005 1003 1007 1000 1002],[481 787 807 561 524]
1032,1032,6649,7631,"[1031, 5491, 9951, 14411, 18871]",[1004 1004 1003 1008 1007],[731 701 978 405  11]
1033,1033,6651,6428,"[1032, 5492, 9952, 14412, 18872]",[1001 1000 1007 1000 1002],[ 39 272 766 730 120]
1034,1034,6651,7125,"[1033, 5493, 9953, 14413, 18873]",[1005 1001 1004 1006 1009],[ 95 391 468  25 689]
1035,1035,6653,7773,"[1034, 5494, 9954, 14414, 18874]",[1009 1001 1004 1002 1006],[338  29 993 808 155]
1036,1036,6653,8470,"[1035, 5495, 9955, 14415, 18875]",[1003 1009 1009 1009 1003],[172 945 396 134 827]
1037,1037,6654,7510,"[1036, 5496, 9956, 14416, 18876]",[1009 1001 1009 1007 1000],[350 548 675 674 410]
1038,1038,6654,7752,"[1037, 5497, 9957, 14417, 18877]",[1006 1006 1004 1009 1006],[634 126  71 902 301]
1039,1039,6654,8895,"[1038, 5498, 9958, 14418, 18878]",[1008 1001 1006 1005 1003],[687 794 577 776 784]
1040,1040,6655,8652,"[1039, 5499, 9959, 14419, 18879]",[1005 1009 1007 1009 1003],[446 114 210 637 363]
1041,1041,6657,6742,"[1040, 5500, 9960, 14420, 18880]",[1002 1006 1009 1009 1008],[398 151 888 780 532]
1042,1042,6657,7682,"[1041, 5501, 9961, 14421, 18881]",[1007 1001 1002 1002 1002],[221 552 891 491 426]
1043,1043,6657,8612,"[1042, 5502, 9962, 14422, 18882]",[1004 1009 1007 1004 1007],[935 569 328 481 249]
1044,1044,6659,6711,"[1043, 5503, 9963, 14423, 18883]",[1007 1006 1008 1003 1000],[223 670 720 586 235]
1045,1045,6660,9916,"[1044, 5504, 9964, 14424, 18884]",[1003 1006 1000 1002 1004],[683 492 788 206 543]
1046,1046,6661,6651,"[1045, 5505, 9965, 14425, 18885]",[1003 1006 1004 1009 1007],[ 98 463  95 712 504]
1047,1047,6661,8511,"[1046, 5506, 9966, 14426, 18886]",[1009 1000 1002 1006 1008],[493  40 301 199 122]
1048,1048,6663,6610,"[1047, 5507, 9967, 14427, 18887]",[1006 1009 1001 1005 1008],[ 34 229 995 753 148]
1049,1049,6663,6843,"[1048, 5508, 9968, 14428, 18888]",[1000 1005 1000 1003 1002],[106 734 611 945 836]
1050,1050,6663,7308,"[1049, 5509, 9969, 14429, 18889]",[1001 1005 1004 1007 1005],[947 856 264 789 755]
1051,1051,6663,9633,"[1050, 5510, 9970, 14430, 18890]",[1000 1007 1007 1008 1004],[674  24 399 784 700]
1052,1052,6664,7278,"[1051, 5511, 9971, 14431, 18891]",[1000 1004 1000 1005 1004],[931 888 532 721 810]
1053,1053,6664,8430,"[1052, 5512, 9972, 14432, 18892]",[1005 1000 1004 1009 1006],[150 501 296 295 554]
1054,1054,6664,9370,"[1053, 5513, 9973, 14433, 18893]",[1000 1000 1002 1005 1007],[398 739 594 933  53]
1055,1055,6665,7712,"[1054, 5514, 9974, 14434, 18894]",[1009 1007 1008 1009 1006],[621 773 136 842 205]
1056,1056,6666,9775,"[1055, 5515, 9975, 14435, 18895]",[1003 1006 1008 1001 1008],[446 523 644 129 556]
1057,1057,6667,6995,"[1056, 5516, 9976, 14436, 18896]",[1005 1001 1001 1008 1001],[383  55 682 195 931]
1058,1058,6667,8147,"[1057, 5517, 9977, 14437, 18897]",[1001 1001 1008 1003 1001],[455 703 540 485 665]
1059,1059,6667,9997,"[1058, 5518, 9978, 14438, 18898]",[1005 1005 1009 1003 1009],[125   5 258 368 845]
1060,1060,6668,6489,"[1059, 5519, 9979, 14439, 18899]",[1006 1009 1002 1002 1006],[485 828 903 259 624]
1061,1061,6669,6004,"[1060, 5520, 9980, 14440, 18900]",[1003 1007 1001 1001 1009],[778 328 640 302 493]
1062,1062,6669,8562,"[1061, 5521, 9981, 14441, 18901]",[1000 1000 1001 1006 1002],[883 912 375 483 843]
1063,1063,6669,9259,"[1062, 5522, 9982, 14442, 18902]",[1009 1003 1006 1005 1008],[282 142 395 964 676]
1064,1064,6670,6216,"[1063, 5523, 9983, 14443, 18903]",[1002 1005 1000 1007 1009],[881 900 123  91 505]
1065,1065,6670,6459,"[1064, 5524, 9984, 14444, 18904]",[1002 1000 1008 1009 1001],[686  12 943  94 644]
1066,1066,6670,7146,"[1065, 5525, 9985, 14445, 18905]",[1001 1002 1002 1004 1003],[ 73 203 877  41  27]
1067,1067,6670,9472,"[1066, 5526, 9986, 14446, 18906]",[1001 1008 1004 1008 1002],[721 241 866 731 111]
1068,1068,6670,9684,"[1067, 5527, 9987, 14447, 18907]",[1008 1008 1008 1006 1000],[502 595 720 463 619]
1069,1069,6671,7581,"[1068, 5528, 9988, 14448, 18908]",[1006 1008 1007 1009 1006],[979 354 984 102 147]
1070,1070,6672,8956,"[1069, 5529, 9989, 14449, 18909]",[1001 1002 1006 1000 1008],[489 254 451  41 105]
1071,1071,6673,8238,"[1070, 5530, 9990, 14450, 18910]",[1004 1005 1002 1005 1006],[823 787 137 214 986]
1072,1072,6674,7046,"[1071, 5531, 9991, 14451, 18911]",[1009 1001 1006 1000 1009],[769  77 343 341  51]
1073,1073,6674,7521,"[1072, 5532, 9992, 14452, 18912]",[1006 1004 1006 1004 1003],[538 448 708 626 394]
1074,1074,6674,9826,"[1073, 5533, 9993, 14453, 18913]",[1006 1008 1001 1002 1008],[990 690 577 424 719]
1075,1075,6675,6793,"[1074, 5534, 9994, 14454, 18914]",[1003 1005 1001 1005 1000],[331 881 211 717 445]
1076,1076,6676,8623,"[1075, 5535, 9995, 14455, 18915]",[1003 1006 1007 1001 1008],[339 601 564 513 481]
1077,1077,6677,6065,"[1076, 5536, 9996, 14456, 18916]",[1008 1003 1005 1000 1007],[473 347 826   9 566]
1078,1078,6677,7440,"[1077, 5537, 9997, 14457, 18917]",[1006 1001 1004 1004 1004],[485 555 910 244 356]
1079,1079,6677,7905,"[1078, 5538, 9998, 14458, 18918]",[1004 1009 1005 1008 1002],[430 409 164 267 817]
1080,1080,6678,6035,"[1079, 5539, 9999, 14459, 18919]",[1006 1003 1004 1004 1002],[540 166 469 342 303]
1081,1081,6678,6732,"[1080, 5540, 10000, 14460, 18920]",[1003 1003 1004 1008 1003],[902 902 813 979 597]
1082,1082,6678,9058,"[1081, 5541, 10001, 14461, 18921]",[1000 1006 1005 1001 1001],[190 108 262 304 405]
1083,1083,6680,7834,"[1082, 5542, 10002, 14462, 18922]",[1002 1005 1002 1002 1008],[755 285 142 951  10]
1084,1084,6681,6894,"[1083, 5543, 10003, 14463, 18923]",[1005 1008 1006 1003 1001],[970 357  26  42 160]
1085,1085,6682,6176,"[1084, 5544, 10004, 14464, 18924]",[1005 1003 1003 1002 1009],[977 551 608 795 473]
1086,1086,6683,9169,"[1085, 5545, 10005, 14465, 18925]",[1002 1002 1006 1009 1009],[815 380 670 629 612]
1087,1087,6684,7299,"[1086, 5546, 10006, 14466, 18926]",[1009 1002 1009 1007 1008],[745 256 824 207 204]
1088,1088,6685,6581,"[1087, 5547, 10007, 14467, 18927]",[1009 1005 1007 1009 1004],[322 612 309 588 532]
1089,1089,6685,8886,"[1088, 5548, 10008, 14468, 18928]",[1002 1000 1006 1008 1008],[436 311 915 940 642]
1090,1090,6688,6278,"[1089, 5549, 10009, 14469, 18929]",[1002 1006 1008 1009 1004],[766 693 916 848 795]
1091,1091,6688,8825,"[1090, 5550, 10010, 14470, 18930]",[1004 1001 1008 1000 1000],[958 736 534 940  47]
1092,1092,6689,6005,"[1091, 5551, 10011, 14471, 18931]",[1000 1007 1001 1004 1006],[ 99 199  73 287 400]
1093,1093,6689,7178,"[1092, 5552, 10012, 14472, 18932]",[1007 1004 1003 1003 1008],[236 648 845 605 302]
1094,1094,6689,9725,"[1093, 5553, 10013, 14473, 18933]",[1002 1008 1008 1000 1000],[861 417   9 409 711]
1095,1095,6690,7845,"[1094, 5554, 10014, 14474, 18934]",[1004 1004 1001 1001 1005],[179 132 334 986 940]
1096,1096,6691,7370,"[1095, 5555, 10015, 14475, 18935]",[1005 1002 1005 1007 1005],[968 799 781 750 632]
1097,1097,6691,8512,"[1096, 5556, 10016, 14476, 18936]",[1005 1009 1004 1005 1000],[279  47 681 831 755]
1098,1098,6691,9442,"[1097, 5557, 10017, 14477, 18937]",[1007 1009 1006 1001 1000],[ 29 278 912 719 263]
1099,1099,6692,7794,"[1098, 5558, 10018, 14478, 18938]",[1008 1003 1007 1008 1003],[292 526 718 334 687]
1100,1100,6692,8967,"[1099, 5559, 10019, 14479, 18939]",[1001 1004 1007 1008 1004],[620 556 656 951 247]
1101,1101,6693,8239,"[1100, 5560, 10020, 14480, 18940]",[1008 1001 1001 1004 1000],[285 777 659 587 880]
1102,1102,6693,8694,"[1101, 5561, 10021, 14481, 18941]",[1002 1001 1008 1001 1009],[766  49 486 654 867]
1103,1103,6694,7511,"[1102, 5562, 10022, 14482, 18942]",[1007 1004 1000 1006 1003],[190 360 665 912 445]
1104,1104,6695,6804,"[1103, 5563, 10023, 14483, 18943]",[1002 1008 1007 1004 1001],[325 980 883 643 651]
1105,1105,6696,8856,"[1104, 5564, 10024, 14484, 18944]",[1009 1001 1005 1009 1009],[ 32 487 386 542 105]
1106,1106,6697,7916,"[1105, 5565, 10025, 14485, 18945]",[1004 1002 1008 1005 1001],[418 444  98 402 295]
1107,1107,6700,6683,"[1106, 5566, 10026, 14486, 18946]",[1004 1005 1007 1004 1003],[537 816 785 673 525]
1108,1108,6700,8310,"[1107, 5567, 10027, 14487, 18947]",[1009 1007 1005 1008 1008],[203 124 412 465 843]
1109,1109,6701,7593,"[1108, 5568, 10028, 14488, 18948]",[1000 1009 1009 1004 1000],[182 531 725 278 874]
1110,1110,6704,6137,"[1109, 5569, 10029, 14489, 18949]",[1000 1006 1004 1003 1009],[679 953  75 651  79]
